Elukoht;isikute_arv_arvut;isikute_arv;vanus_0_14;vanus_15_64;vanus_65;Seisund_hoivatu;Seisund_oppur
1kmN6482E0508;7;7;0;6;1;;
1kmN6482E0531;7;7;0;6;1;;
1kmN6483E0401;7;7;0;6;1;;
1kmN6484E0658;7;7;0;4;3;;
1kmN6484E0666;7;7;0;5;2;;
1kmN6485E0543;7;7;0;6;1;;
1kmN6485E0577;7;7;0;5;2;;
1kmN6485E0658;7;7;0;7;0;;
1kmN6486E0584;7;7;0;3;4;;
1kmN6488E0396;7;7;0;3;4;;
1kmN6488E0501;7;7;0;4;3;;
1kmN6488E0608;7;7;0;4;3;;
1kmN6490E0591;7;7;0;6;1;;
1kmN6491E0460;7;7;0;6;1;;
1kmN6491E0508;7;7;0;5;2;;
1kmN6491E0677;7;7;0;5;2;;
1kmN6491E0681;7;7;0;5;2;;
1kmN6492E0484;7;7;0;1;6;;
1kmN6492E0509;7;7;0;5;2;;
1kmN6492E0579;7;7;0;3;4;;
1kmN6492E0606;7;7;0;6;1;;
1kmN6494E0432;7;7;0;4;3;;
1kmN6494E0455;7;7;0;1;6;;
1kmN6494E0510;7;7;0;5;2;;
1kmN6495E0447;7;7;0;5;2;;
1kmN6495E0457;7;7;0;6;1;;
1kmN6495E0481;7;7;0;4;3;;
1kmN6496E0429;7;7;0;6;1;;
1kmN6496E0439;7;7;0;5;2;;
1kmN6496E0559;7;7;0;5;2;;
1kmN6497E0437;7;7;0;3;4;;
1kmN6497E0438;7;7;0;4;3;;
1kmN6497E0456;7;7;0;4;3;;
1kmN6497E0556;7;7;0;3;4;;
1kmN6497E0659;7;7;0;4;3;;
1kmN6497E0667;7;7;0;4;3;;
1kmN6497E0681;7;7;0;5;2;;
1kmN6498E0559;7;7;0;5;2;;
1kmN6499E0623;7;7;0;3;4;;
1kmN6500E0563;7;7;0;2;5;;
1kmN6500E0579;7;7;0;4;3;;
1kmN6500E0594;7;7;0;6;1;;
1kmN6501E0459;7;7;0;6;1;;
1kmN6501E0556;7;7;0;4;3;;
1kmN6501E0567;7;7;0;5;2;;
1kmN6501E0584;7;7;0;3;4;;
1kmN6501E0586;7;7;0;3;4;;
1kmN6501E0591;7;7;0;6;1;;
1kmN6501E0607;7;7;0;5;2;;
1kmN6502E0528;7;7;0;4;3;;
1kmN6502E0543;7;7;0;2;5;;
1kmN6502E0579;7;7;0;7;0;;
1kmN6502E0587;7;7;0;5;2;;
1kmN6502E0644;7;7;0;6;1;;
1kmN6502E0680;7;7;0;6;1;;
1kmN6503E0484;7;7;0;4;3;;
1kmN6503E0605;7;7;0;6;1;;
1kmN6505E0617;7;7;0;6;1;;
1kmN6505E0620;7;7;0;5;2;;
1kmN6505E0637;7;7;0;5;2;;
1kmN6506E0476;7;7;0;5;2;;
1kmN6506E0523;7;7;0;4;3;;
1kmN6507E0606;7;7;0;7;0;;
1kmN6507E0615;7;7;0;3;4;;
1kmN6508E0514;7;7;0;5;2;;
1kmN6508E0579;7;7;0;5;2;;
1kmN6508E0614;7;7;0;6;1;;
1kmN6508E0645;7;7;0;7;0;;
1kmN6508E0655;7;7;0;4;3;;
1kmN6509E0474;7;7;0;4;3;;
1kmN6509E0678;7;7;0;5;2;;
1kmN6509E0680;7;7;0;6;1;;
1kmN6510E0590;7;7;0;4;3;;
1kmN6511E0658;7;7;0;5;2;;
1kmN6511E0681;7;7;0;4;3;;
1kmN6512E0513;7;7;0;4;3;;
1kmN6512E0523;7;7;0;2;5;;
1kmN6512E0660;7;7;0;1;6;;
1kmN6514E0665;7;7;0;6;1;;
1kmN6515E0644;7;7;0;6;1;;
1kmN6515E0657;7;7;0;3;4;;
1kmN6515E0676;7;7;0;5;2;;
1kmN6516E0590;7;7;0;5;2;;
1kmN6516E0639;7;7;0;6;1;;
1kmN6518E0540;7;7;0;6;1;;
1kmN6519E0419;7;7;0;4;3;;
1kmN6519E0474;7;7;0;5;2;;
1kmN6519E0597;7;7;0;4;3;;
1kmN6519E0660;7;7;0;1;6;;
1kmN6520E0578;7;7;0;3;4;;
1kmN6521E0432;7;7;0;6;1;;
1kmN6521E0503;7;7;0;5;2;;
1kmN6521E0642;7;7;0;7;0;;
1kmN6522E0600;7;7;0;7;0;;
1kmN6523E0474;7;7;0;5;2;;
1kmN6523E0545;7;7;0;5;2;;
1kmN6524E0521;7;7;0;6;1;;
1kmN6525E0438;7;7;0;6;1;;
1kmN6525E0494;7;7;0;3;4;;
1kmN6525E0660;7;7;0;2;5;;
1kmN6526E0492;7;7;0;5;2;;
1kmN6526E0651;7;7;0;4;3;;
1kmN6527E0516;7;7;0;6;1;;
1kmN6527E0522;7;7;0;2;5;;
1kmN6527E0603;7;7;0;6;1;;
1kmN6528E0517;7;7;0;5;2;;
1kmN6528E0531;7;7;0;6;1;;
1kmN6528E0578;7;7;0;6;1;;
1kmN6529E0473;7;7;0;7;0;;
1kmN6529E0512;7;7;0;4;3;;
1kmN6530E0505;7;7;0;4;3;;
1kmN6530E0536;7;7;0;6;1;;
1kmN6530E0543;7;7;0;3;4;;
1kmN6530E0632;7;7;0;7;0;;
1kmN6530E0650;7;7;0;5;2;;
1kmN6531E0468;7;7;0;3;4;;
1kmN6531E0534;7;7;0;4;3;;
1kmN6531E0543;7;7;0;6;1;;
1kmN6533E0616;7;7;0;5;2;;
1kmN6535E0433;7;7;0;6;1;;
1kmN6535E0480;7;7;0;5;2;;
1kmN6535E0546;7;7;0;3;4;;
1kmN6537E0416;7;7;0;4;3;;
1kmN6537E0434;7;7;0;3;4;;
1kmN6537E0526;7;7;0;2;5;;
1kmN6538E0530;7;7;0;5;2;;
1kmN6539E0453;7;7;0;5;2;;
1kmN6539E0523;7;7;0;5;2;;
1kmN6539E0593;7;7;0;7;0;;
1kmN6540E0551;7;7;0;6;1;;
1kmN6540E0560;7;7;0;5;2;;
1kmN6540E0601;7;7;0;6;1;;
1kmN6542E0537;7;7;0;4;3;;
1kmN6542E0590;7;7;0;4;3;;
1kmN6542E0623;7;7;0;3;4;;
1kmN6543E0490;7;7;0;5;2;;
1kmN6543E0592;7;7;0;5;2;;
1kmN6543E0684;7;7;0;4;3;;
1kmN6544E0554;7;7;0;5;2;;
1kmN6544E0663;7;7;0;4;3;;
1kmN6544E0667;7;7;0;4;3;;
1kmN6546E0566;7;7;0;6;1;;
1kmN6547E0538;7;7;0;5;2;;
1kmN6547E0545;7;7;0;6;1;;
1kmN6547E0653;7;7;0;7;0;;
1kmN6547E0671;7;7;0;4;3;;
1kmN6549E0548;7;7;0;4;3;;
1kmN6549E0647;7;7;0;3;4;;
1kmN6550E0512;7;7;0;2;5;;
1kmN6550E0540;7;7;0;4;3;;
1kmN6552E0512;7;7;0;6;1;;
1kmN6552E0599;7;7;0;3;4;;
1kmN6552E0638;7;7;0;7;0;;
1kmN6553E0527;7;7;0;4;3;;
1kmN6553E0549;7;7;0;7;0;;
1kmN6553E0634;7;7;0;6;1;;
1kmN6554E0596;7;7;0;5;2;;
1kmN6555E0533;7;7;0;7;0;;
1kmN6555E0605;7;7;0;3;4;;
1kmN6555E0645;7;7;0;6;1;;
1kmN6559E0561;7;7;0;6;1;;
1kmN6561E0500;7;7;0;5;2;;
1kmN6561E0515;7;7;0;4;3;;
1kmN6561E0572;7;7;0;3;4;;
1kmN6563E0561;7;7;0;3;4;;
1kmN6564E0617;7;7;0;6;1;;
1kmN6564E0662;7;7;0;6;1;;
1kmN6565E0482;7;7;0;5;2;;
1kmN6565E0651;7;7;0;4;3;;
1kmN6566E0509;7;7;0;6;1;;
1kmN6567E0615;7;7;0;5;2;;
1kmN6568E0520;7;7;0;5;2;;
1kmN6568E0605;7;7;0;2;5;;
1kmN6568E0690;7;7;0;5;2;;
1kmN6568E0702;7;7;0;5;2;;
1kmN6569E0524;7;7;0;3;4;;
1kmN6569E0613;7;7;0;2;5;;
1kmN6569E0630;7;7;0;6;1;;
1kmN6569E0642;7;7;0;5;2;;
1kmN6570E0494;7;7;0;6;1;;
1kmN6570E0544;7;7;0;3;4;;
1kmN6570E0594;7;7;0;6;1;;
1kmN6570E0598;7;7;0;7;0;;
1kmN6571E0507;7;7;0;3;4;;
1kmN6571E0515;7;7;0;6;1;;
1kmN6571E0533;7;7;0;6;1;;
1kmN6571E0565;7;7;0;4;3;;
1kmN6571E0573;7;7;0;4;3;;
1kmN6571E0579;7;7;0;5;2;;
1kmN6571E0616;7;7;0;6;1;;
1kmN6573E0518;7;7;0;1;6;;
1kmN6573E0570;7;7;0;6;1;;
1kmN6576E0647;7;7;0;5;2;;
1kmN6577E0630;7;7;0;6;1;;
1kmN6578E0511;7;7;0;4;3;;
1kmN6578E0525;7;7;0;4;3;;
1kmN6579E0645;7;7;0;4;3;;
1kmN6581E0526;7;7;0;5;2;;
1kmN6581E0628;7;7;0;4;3;;
1kmN6581E0630;7;7;0;6;1;;
1kmN6581E0666;7;7;0;7;0;;
1kmN6582E0563;7;7;0;6;1;;
1kmN6585E0621;7;7;0;6;1;;
1kmN6586E0638;7;7;0;4;3;;
1kmN6586E0655;7;7;0;7;0;;
1kmN6587E0584;7;7;0;6;1;;
1kmN6587E0619;7;7;0;4;3;;
1kmN6588E0724;7;7;0;7;0;;
1kmN6590E0568;7;7;0;4;3;;
1kmN6590E0586;7;7;0;5;2;;
1kmN6591E0557;7;7;0;7;0;;
1kmN6591E0658;7;7;0;7;0;;
1kmN6591E0731;7;7;0;5;2;;
1kmN6592E0597;7;7;0;5;2;;
1kmN6592E0658;7;7;0;7;0;;
1kmN6593E0588;7;7;0;6;1;;
1kmN6593E0636;7;7;0;5;2;;
1kmN6593E0654;7;7;0;6;1;;
1kmN6594E0596;7;7;0;6;1;;
1kmN6596E0632;7;7;0;4;3;;
1kmN6597E0640;7;7;0;4;3;;
1kmN6598E0608;7;7;0;6;1;;
1kmN6599E0548;7;7;0;5;2;;
1kmN6599E0613;7;7;0;6;1;;
1kmN6600E0530;7;7;0;5;2;;
1kmN6601E0604;7;7;0;5;2;;
1kmN6602E0617;7;7;0;7;0;;
1kmN6604E0626;7;7;0;0;7;;
1kmN6605E0618;7;7;0;6;1;;
1kmN6606E0618;7;7;0;5;2;;
1kmN6610E0599;7;7;0;4;3;;
1kmN6614E0598;7;7;0;4;3;;
1kmN6385E0650;7;7;1;5;1;;
1kmN6394E0635;7;7;1;6;0;;
1kmN6394E0696;7;7;1;5;1;;
1kmN6396E0700;7;7;1;5;1;;
1kmN6400E0677;7;7;1;6;0;;
1kmN6401E0676;7;7;1;5;1;;
1kmN6402E0644;7;7;1;6;0;;
1kmN6405E0687;7;7;1;6;0;;
1kmN6410E0684;7;7;1;3;3;;
1kmN6411E0706;7;7;1;5;1;;
1kmN6414E0654;7;7;1;3;3;;
1kmN6419E0653;7;7;1;4;2;;
1kmN6421E0679;7;7;1;5;1;;
1kmN6423E0650;7;7;1;4;2;;
1kmN6423E0711;7;7;1;5;1;;
1kmN6425E0600;7;7;1;6;0;;
1kmN6425E0680;7;7;1;5;1;;
1kmN6427E0534;7;7;1;4;2;;
1kmN6427E0640;7;7;1;6;0;;
1kmN6427E0643;7;7;1;2;4;;
1kmN6428E0669;7;7;1;4;2;;
1kmN6428E0701;7;7;1;5;1;;
1kmN6430E0601;7;7;1;6;0;;
1kmN6431E0664;7;7;1;4;2;;
1kmN6431E0674;7;7;1;6;0;;
1kmN6432E0633;7;7;1;5;1;;
1kmN6432E0666;7;7;1;4;2;;
1kmN6432E0710;7;7;1;3;3;;
1kmN6432E0712;7;7;1;6;0;;
1kmN6433E0665;7;7;1;6;0;;
1kmN6434E0648;7;7;1;5;1;;
1kmN6434E0649;7;7;1;6;0;;
1kmN6434E0667;7;7;1;6;0;;
1kmN6436E0573;7;7;1;3;3;;
1kmN6436E0703;7;7;1;5;1;;
1kmN6437E0700;7;7;1;5;1;;
1kmN6439E0697;7;7;1;6;0;;
1kmN6440E0589;7;7;1;6;0;;
1kmN6440E0644;7;7;1;4;2;;
1kmN6441E0599;7;7;1;4;2;;
1kmN6441E0607;7;7;1;5;1;;
1kmN6444E0635;7;7;1;4;2;;
1kmN6445E0666;7;7;1;5;1;;
1kmN6447E0553;7;7;1;4;2;;
1kmN6447E0560;7;7;1;5;1;;
1kmN6447E0699;7;7;1;4;2;;
1kmN6448E0607;7;7;1;6;0;;
1kmN6448E0616;7;7;1;5;1;;
1kmN6448E0646;7;7;1;6;0;;
1kmN6449E0668;7;7;1;4;2;;
1kmN6449E0677;7;7;1;2;4;;
1kmN6450E0594;7;7;1;5;1;;
1kmN6451E0386;7;7;1;6;0;;
1kmN6452E0529;7;7;1;5;1;;
1kmN6453E0544;7;7;1;6;0;;
1kmN6453E0569;7;7;1;5;1;;
1kmN6453E0687;7;7;1;5;1;;
1kmN6453E0692;7;7;1;6;0;;
1kmN6455E0692;7;7;1;3;3;;
1kmN6456E0672;7;7;1;5;1;;
1kmN6457E0561;7;7;1;4;2;;
1kmN6457E0645;7;7;1;5;1;;
1kmN6458E0678;7;7;1;6;0;;
1kmN6459E0397;7;7;1;5;1;;
1kmN6459E0594;7;7;1;3;3;;
1kmN6459E0677;7;7;1;2;4;;
1kmN6460E0418;7;7;1;3;3;;
1kmN6461E0381;7;7;1;4;2;;
1kmN6461E0597;7;7;1;5;1;;
1kmN6461E0651;7;7;1;5;1;;
1kmN6462E0398;7;7;1;6;0;;
1kmN6462E0660;7;7;1;2;4;;
1kmN6462E0691;7;7;1;5;1;;
1kmN6463E0608;7;7;1;6;0;;
1kmN6463E0665;7;7;1;3;3;;
1kmN6464E0667;7;7;1;6;0;;
1kmN6465E0408;7;7;1;4;2;;
1kmN6465E0430;7;7;1;5;1;;
1kmN6465E0574;7;7;1;5;1;;
1kmN6465E0598;7;7;1;5;1;;
1kmN6465E0680;7;7;1;5;1;;
1kmN6467E0610;7;7;1;5;1;;
1kmN6469E0409;7;7;1;4;2;;
1kmN6469E0415;7;7;1;2;4;;
1kmN6470E0421;7;7;1;5;1;;
1kmN6470E0581;7;7;1;4;2;;
1kmN6470E0607;7;7;1;6;0;;
1kmN6471E0679;7;7;1;5;1;;
1kmN6472E0608;7;7;1;5;1;;
1kmN6473E0383;7;7;1;4;2;;
1kmN6473E0614;7;7;1;6;0;;
1kmN6474E0401;7;7;1;5;1;;
1kmN6474E0535;7;7;1;4;2;;
1kmN6475E0591;7;7;1;4;2;;
1kmN6476E0427;7;7;1;5;1;;
1kmN6476E0487;7;7;1;5;1;;
1kmN6476E0549;7;7;1;4;2;;
1kmN6476E0649;7;7;1;4;2;;
1kmN6476E0675;7;7;1;5;1;;
1kmN6477E0427;7;7;1;5;1;;
1kmN6477E0544;7;7;1;6;0;;
1kmN6478E0548;7;7;1;6;0;;
1kmN6478E0593;7;7;1;3;3;;
1kmN6479E0539;7;7;1;3;3;;
1kmN6479E0601;7;7;1;5;1;;
1kmN6483E0581;7;7;1;5;1;;
1kmN6484E0442;7;7;1;4;2;;
1kmN6484E0550;7;7;1;6;0;;
1kmN6485E0554;7;7;1;4;2;;
1kmN6485E0556;7;7;1;5;1;;
1kmN6485E0650;7;7;1;5;1;;
1kmN6487E0533;7;7;1;4;2;;
1kmN6488E0565;7;7;1;4;2;;
1kmN6488E0666;7;7;1;6;0;;
1kmN6489E0447;7;7;1;4;2;;
1kmN6491E0530;7;7;1;3;3;;
1kmN6491E0581;7;7;1;4;2;;
1kmN6493E0577;7;7;1;6;0;;
1kmN6496E0628;7;7;1;3;3;;
1kmN6498E0526;7;7;1;4;2;;
1kmN6498E0604;7;7;1;5;1;;
1kmN6499E0519;7;7;1;5;1;;
1kmN6500E0555;7;7;1;6;0;;
1kmN6502E0455;7;7;1;5;1;;
1kmN6503E0611;7;7;1;5;1;;
1kmN6503E0679;7;7;1;4;2;;
1kmN6506E0520;7;7;1;4;2;;
1kmN6506E0575;7;7;1;4;2;;
1kmN6506E0654;7;7;1;4;2;;
1kmN6507E0601;7;7;1;5;1;;
1kmN6512E0579;7;7;1;6;0;;
1kmN6512E0604;7;7;1;5;1;;
1kmN6512E0605;7;7;1;5;1;;
1kmN6512E0656;7;7;1;3;3;;
1kmN6514E0525;7;7;1;5;1;;
1kmN6516E0620;7;7;1;6;0;;
1kmN6517E0590;7;7;1;5;1;;
1kmN6518E0426;7;7;1;6;0;;
1kmN6518E0474;7;7;1;6;0;;
1kmN6518E0519;7;7;1;5;1;;
1kmN6518E0564;7;7;1;4;2;;
1kmN6519E0647;7;7;1;5;1;;
1kmN6521E0444;7;7;1;6;0;;
1kmN6522E0553;7;7;1;5;1;;
1kmN6522E0629;7;7;1;5;1;;
1kmN6523E0651;7;7;1;6;0;;
1kmN6524E0440;7;7;1;5;1;;
1kmN6524E0470;7;7;1;4;2;;
1kmN6525E0471;7;7;1;6;0;;
1kmN6525E0599;7;7;1;4;2;;
1kmN6525E0654;7;7;1;6;0;;
1kmN6526E0441;7;7;1;4;2;;
1kmN6528E0556;7;7;1;4;2;;
1kmN6529E0607;7;7;1;6;0;;
1kmN6531E0408;7;7;1;6;0;;
1kmN6532E0438;7;7;1;6;0;;
1kmN6532E0592;7;7;1;4;2;;
1kmN6533E0592;7;7;1;4;2;;
1kmN6533E0609;7;7;1;5;1;;
1kmN6533E0671;7;7;1;6;0;;
1kmN6534E0477;7;7;1;5;1;;
1kmN6535E0410;7;7;1;5;1;;
1kmN6535E0417;7;7;1;5;1;;
1kmN6535E0528;7;7;1;5;1;;
1kmN6535E0538;7;7;1;3;3;;
1kmN6536E0615;7;7;1;2;4;;
1kmN6536E0659;7;7;1;4;2;;
1kmN6537E0590;7;7;1;6;0;;
1kmN6538E0512;7;7;1;4;2;;
1kmN6538E0527;7;7;1;5;1;;
1kmN6539E0432;7;7;1;4;2;;
1kmN6539E0611;7;7;1;3;3;;
1kmN6540E0486;7;7;1;5;1;;
1kmN6540E0657;7;7;1;6;0;;
1kmN6541E0548;7;7;1;5;1;;
1kmN6542E0503;7;7;1;6;0;;
1kmN6542E0622;7;7;1;5;1;;
1kmN6543E0521;7;7;1;4;2;;
1kmN6545E0540;7;7;1;6;0;;
1kmN6546E0598;7;7;1;3;3;;
1kmN6547E0476;7;7;1;3;3;;
1kmN6547E0563;7;7;1;4;2;;
1kmN6548E0508;7;7;1;3;3;;
1kmN6549E0494;7;7;1;6;0;;
1kmN6549E0558;7;7;1;4;2;;
1kmN6551E0679;7;7;1;6;0;;
1kmN6555E0646;7;7;1;5;1;;
1kmN6556E0532;7;7;1;3;3;;
1kmN6557E0576;7;7;1;6;0;;
1kmN6558E0560;7;7;1;6;0;;
1kmN6560E0572;7;7;1;5;1;;
1kmN6561E0628;7;7;1;5;1;;
1kmN6562E0558;7;7;1;6;0;;
1kmN6563E0482;7;7;1;5;1;;
1kmN6564E0510;7;7;1;3;3;;
1kmN6564E0691;7;7;1;5;1;;
1kmN6565E0516;7;7;1;3;3;;
1kmN6567E0605;7;7;1;3;3;;
1kmN6567E0690;7;7;1;5;1;;
1kmN6567E0691;7;7;1;5;1;;
1kmN6568E0632;7;7;1;6;0;;
1kmN6568E0641;7;7;1;4;2;;
1kmN6569E0687;7;7;1;5;1;;
1kmN6570E0507;7;7;1;5;1;;
1kmN6570E0683;7;7;1;2;4;;
1kmN6571E0643;7;7;1;4;2;;
1kmN6571E0703;7;7;1;4;2;;
1kmN6572E0534;7;7;1;4;2;;
1kmN6573E0686;7;7;1;5;1;;
1kmN6573E0691;7;7;1;6;0;;
1kmN6573E0694;7;7;1;6;0;;
1kmN6574E0519;7;7;1;4;2;;
1kmN6574E0671;7;7;1;6;0;;
1kmN6575E0551;7;7;1;6;0;;
1kmN6575E0640;7;7;1;4;2;;
1kmN6578E0517;7;7;1;4;2;;
1kmN6578E0557;7;7;1;5;1;;
1kmN6579E0578;7;7;1;5;1;;
1kmN6579E0643;7;7;1;3;3;;
1kmN6583E0544;7;7;1;5;1;;
1kmN6584E0568;7;7;1;6;0;;
1kmN6584E0575;7;7;1;4;2;;
1kmN6584E0634;7;7;1;5;1;;
1kmN6584E0640;7;7;1;4;2;;
1kmN6585E0636;7;7;1;4;2;;
1kmN6586E0546;7;7;1;5;1;;
1kmN6586E0694;7;7;1;6;0;;
1kmN6588E0708;7;7;1;4;2;;
1kmN6589E0558;7;7;1;4;2;;
1kmN6589E0586;7;7;1;3;3;;
1kmN6589E0649;7;7;1;4;2;;
1kmN6589E0698;7;7;1;5;1;;
1kmN6589E0732;7;7;1;6;0;;
1kmN6590E0615;7;7;1;5;1;;
1kmN6591E0608;7;7;1;5;1;;
1kmN6591E0623;7;7;1;6;0;;
1kmN6591E0674;7;7;1;5;1;;
1kmN6593E0577;7;7;1;3;3;;
1kmN6594E0693;7;7;1;6;0;;
1kmN6597E0584;7;7;1;6;0;;
1kmN6603E0600;7;7;1;5;1;;
1kmN6605E0585;7;7;1;3;3;;
1kmN6609E0613;7;7;1;4;2;;
1kmN6388E0640;7;7;2;5;0;;
1kmN6392E0691;7;7;2;4;1;;
1kmN6395E0663;7;7;2;3;2;;
1kmN6396E0689;7;7;2;4;1;;
1kmN6398E0653;7;7;2;5;0;;
1kmN6403E0645;7;7;2;5;0;;
1kmN6404E0665;7;7;2;5;0;;
1kmN6407E0683;7;7;2;3;2;;
1kmN6408E0648;7;7;2;3;2;;
1kmN6414E0631;7;7;2;5;0;;
1kmN6415E0647;7;7;2;2;3;;
1kmN6416E0697;7;7;2;2;3;;
1kmN6417E0668;7;7;2;4;1;;
1kmN6418E0690;7;7;2;5;0;;
1kmN6421E0661;7;7;2;5;0;;
1kmN6424E0651;7;7;2;3;2;;
1kmN6424E0691;7;7;2;5;0;;
1kmN6425E0645;7;7;2;3;2;;
1kmN6428E0663;7;7;2;5;0;;
1kmN6431E0696;7;7;2;5;0;;
1kmN6433E0699;7;7;2;5;0;;
1kmN6434E0394;7;7;2;4;1;;
1kmN6434E0527;7;7;2;3;2;;
1kmN6434E0700;7;7;2;5;0;;
1kmN6435E0393;7;7;2;5;0;;
1kmN6435E0640;7;7;2;5;0;;
1kmN6437E0542;7;7;2;3;2;;
1kmN6440E0528;7;7;2;5;0;;
1kmN6440E0659;7;7;2;5;0;;
1kmN6444E0552;7;7;2;3;2;;
1kmN6445E0587;7;7;2;4;1;;
1kmN6446E0661;7;7;2;4;1;;
1kmN6446E0697;7;7;2;4;1;;
1kmN6448E0583;7;7;2;5;0;;
1kmN6449E0655;7;7;2;4;1;;
1kmN6450E0601;7;7;2;5;0;;
1kmN6450E0624;7;7;2;5;0;;
1kmN6450E0645;7;7;2;5;0;;
1kmN6450E0700;7;7;2;2;3;;
1kmN6450E0704;7;7;2;4;1;;
1kmN6451E0616;7;7;2;4;1;;
1kmN6452E0615;7;7;2;4;1;;
1kmN6452E0624;7;7;2;2;3;;
1kmN6453E0596;7;7;2;4;1;;
1kmN6453E0611;7;7;2;4;1;;
1kmN6455E0589;7;7;2;5;0;;
1kmN6455E0666;7;7;2;2;3;;
1kmN6456E0600;7;7;2;4;1;;
1kmN6456E0689;7;7;2;5;0;;
1kmN6457E0629;7;7;2;5;0;;
1kmN6458E0377;7;7;2;3;2;;
1kmN6458E0532;7;7;2;5;0;;
1kmN6458E0537;7;7;2;3;2;;
1kmN6460E0512;7;7;2;5;0;;
1kmN6462E0550;7;7;2;4;1;;
1kmN6462E0655;7;7;2;4;1;;
1kmN6463E0599;7;7;2;5;0;;
1kmN6464E0418;7;7;2;5;0;;
1kmN6464E0574;7;7;2;3;2;;
1kmN6465E0413;7;7;2;2;3;;
1kmN6465E0435;7;7;2;4;1;;
1kmN6465E0540;7;7;2;5;0;;
1kmN6465E0684;7;7;2;5;0;;
1kmN6466E0636;7;7;2;2;3;;
1kmN6467E0680;7;7;2;5;0;;
1kmN6469E0563;7;7;2;3;2;;
1kmN6469E0647;7;7;2;2;3;;
1kmN6470E0383;7;7;2;3;2;;
1kmN6470E0400;7;7;2;2;3;;
1kmN6470E0410;7;7;2;3;2;;
1kmN6470E0589;7;7;2;3;2;;
1kmN6476E0514;7;7;2;4;1;;
1kmN6477E0603;7;7;2;3;2;;
1kmN6478E0616;7;7;2;4;1;;
1kmN6478E0617;7;7;2;5;0;;
1kmN6482E0665;7;7;2;4;1;;
1kmN6483E0679;7;7;2;5;0;;
1kmN6485E0535;7;7;2;5;0;;
1kmN6486E0492;7;7;2;3;2;;
1kmN6487E0611;7;7;2;4;1;;
1kmN6487E0658;7;7;2;5;0;;
1kmN6488E0546;7;7;2;5;0;;
1kmN6488E0552;7;7;2;3;2;;
1kmN6490E0660;7;7;2;3;2;;
1kmN6491E0541;7;7;2;4;1;;
1kmN6491E0608;7;7;2;4;1;;
1kmN6492E0583;7;7;2;2;3;;
1kmN6492E0609;7;7;2;5;0;;
1kmN6494E0415;7;7;2;4;1;;
1kmN6494E0418;7;7;2;4;1;;
1kmN6494E0681;7;7;2;4;1;;
1kmN6497E0616;7;7;2;5;0;;
1kmN6497E0655;7;7;2;3;2;;
1kmN6498E0590;7;7;2;4;1;;
1kmN6500E0568;7;7;2;5;0;;
1kmN6501E0506;7;7;2;4;1;;
1kmN6502E0533;7;7;2;4;1;;
1kmN6503E0652;7;7;2;4;1;;
1kmN6504E0680;7;7;2;3;2;;
1kmN6506E0650;7;7;2;3;2;;
1kmN6507E0634;7;7;2;3;2;;
1kmN6507E0673;7;7;2;4;1;;
1kmN6509E0638;7;7;2;4;1;;
1kmN6510E0478;7;7;2;3;2;;
1kmN6510E0504;7;7;2;5;0;;
1kmN6510E0602;7;7;2;4;1;;
1kmN6510E0629;7;7;2;4;1;;
1kmN6511E0520;7;7;2;5;0;;
1kmN6511E0585;7;7;2;3;2;;
1kmN6511E0631;7;7;2;3;2;;
1kmN6511E0637;7;7;2;4;1;;
1kmN6513E0680;7;7;2;2;3;;
1kmN6518E0530;7;7;2;4;1;;
1kmN6520E0553;7;7;2;4;1;;
1kmN6520E0644;7;7;2;3;2;;
1kmN6520E0651;7;7;2;3;2;;
1kmN6521E0631;7;7;2;4;1;;
1kmN6526E0471;7;7;2;5;0;;
1kmN6528E0582;7;7;2;2;3;;
1kmN6530E0476;7;7;2;3;2;;
1kmN6532E0544;7;7;2;3;2;;
1kmN6532E0545;7;7;2;3;2;;
1kmN6533E0526;7;7;2;4;1;;
1kmN6533E0529;7;7;2;5;0;;
1kmN6535E0632;7;7;2;5;0;;
1kmN6536E0503;7;7;2;4;1;;
1kmN6538E0660;7;7;2;5;0;;
1kmN6540E0618;7;7;2;5;0;;
1kmN6541E0470;7;7;2;4;1;;
1kmN6542E0483;7;7;2;4;1;;
1kmN6542E0573;7;7;2;5;0;;
1kmN6542E0634;7;7;2;4;1;;
1kmN6544E0509;7;7;2;3;2;;
1kmN6544E0599;7;7;2;3;2;;
1kmN6546E0514;7;7;2;4;1;;
1kmN6548E0678;7;7;2;5;0;;
1kmN6549E0536;7;7;2;4;1;;
1kmN6549E0607;7;7;2;3;2;;
1kmN6549E0612;7;7;2;5;0;;
1kmN6549E0651;7;7;2;3;2;;
1kmN6552E0515;7;7;2;4;1;;
1kmN6552E0628;7;7;2;5;0;;
1kmN6552E0641;7;7;2;5;0;;
1kmN6553E0595;7;7;2;5;0;;
1kmN6553E0617;7;7;2;3;2;;
1kmN6556E0534;7;7;2;5;0;;
1kmN6556E0537;7;7;2;3;2;;
1kmN6556E0601;7;7;2;5;0;;
1kmN6557E0529;7;7;2;5;0;;
1kmN6557E0530;7;7;2;4;1;;
1kmN6558E0531;7;7;2;4;1;;
1kmN6562E0564;7;7;2;3;2;;
1kmN6562E0622;7;7;2;4;1;;
1kmN6562E0652;7;7;2;5;0;;
1kmN6563E0522;7;7;2;5;0;;
1kmN6564E0527;7;7;2;3;2;;
1kmN6564E0566;7;7;2;5;0;;
1kmN6566E0507;7;7;2;4;1;;
